Card_card_mid,Card_card_name,Card_card_approve,Card_card_sex,Card_card_rank,Card_card_face,Card_card_face_nft,Card_card_face_nft_type,Card_card_DisplayRank,Card_card_regtime,Card_card_spacesta,Card_card_birthday,Card_card_place,Card_card_description,Card_card_article,Card_card_fans,Card_card_friend,Card_card_attention,Card_card_sign,Card_card_level_info_current_level,Card_card_level_info_current_min,Card_card_level_info_current_exp,Card_card_level_info_next_exp,Card_card_pendant_pid,Card_card_pendant_name,Card_card_pendant_image,Card_card_pendant_expire,Card_card_pendant_image_enhance,Card_card_pendant_image_enhance_frame,Card_card_nameplate_nid,Card_card_nameplate_name,Card_card_nameplate_image,Card_card_nameplate_image_small,Card_card_nameplate_level,Card_card_nameplate_condition,Card_card_Official_role,Card_card_Official_title,Card_card_Official_desc,Card_card_Official_type,Card_card_official_verify_type,Card_card_official_verify_desc,Card_card_vip_type,Card_card_vip_status,Card_card_vip_due_date,Card_card_vip_vip_pay_type,Card_card_vip_theme_type,Card_card_vip_label_path,Card_card_vip_label_text,Card_card_vip_label_label_theme,Card_card_vip_label_text_color,Card_card_vip_label_bg_style,Card_card_vip_label_bg_color,Card_card_vip_label_border_color,Card_card_vip_label_use_img_label,Card_card_vip_label_img_label_uri_hans,Card_card_vip_label_img_label_uri_hant,Card_card_vip_label_img_label_uri_hans_static,Card_card_vip_label_img_label_uri_hant_static,Card_card_vip_avatar_subscript,Card_card_vip_nickname_color,Card_card_vip_role,Card_card_vip_avatar_subscript_url,Card_card_vip_tv_vip_status,Card_card_vip_tv_vip_pay_type,Card_card_vip_vipType,Card_card_vip_vipStatus,Card_card_is_senior_member,Card_space_s_img,Card_space_l_img,Card_following,Card_archive_count,Card_article_count,Card_follower,Card_like_num,aid
4334344,卡卡L殿A,False,女,10000,http://i1.hdslb.com/bfs/face/931cff29b04dd517cf327a8f1caf39c33aba74fe.jpg,0,0,0,0,0,,,,0,856,613,613,ARASHI蓝担sk赛高,6,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,1,1,1672588800000,0,0,,大会员,vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/3788b674c69072f1ee252b79a31ecc8c43af3039.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/jwXBWRVwa5.png,1,,1,,0,0,1,1,0,http://i0.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,111,0,856,4873,1230004
4600104,试试做个视频,False,保密,10000,http://i0.hdslb.com/bfs/face/2dbcb71839e667f66c45b1293819efa292e86551.jpg,0,0,0,0,0,,,,0,4,1,1,,2,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,0,0,0,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,0,0,0,http://i2.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,1,0,4,29,1230005
2669409,遥忆仙古剑,False,保密,10000,http://i0.hdslb.com/bfs/face/cd1ca40037a4aa98d82f504aa1b2311650a7ab9a.gif,0,0,0,0,0,,,,0,751,0,0,大自然的搬运工。偏爱古装，欢迎大家推荐视频，尽量搬运给大家看,4,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,1,0,1485619200000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i1.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,83,0,751,2863,1230000
314118,瑪麗咪,False,保密,10000,http://i0.hdslb.com/bfs/face/aff134b894be0c52230da4f03a8eeb518d893e46.jpg,0,0,0,0,0,,,,0,21,7,7,十年後も逢えるよ 同じ場所で逢えるよ~~~,4,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,1,0,1529510400000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i2.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,1,0,21,124,1230001
61475,千鸟,False,男,10000,http://i2.hdslb.com/bfs/face/c273e4e283021481e6558a0df966d101b789174d.jpg,0,0,0,0,0,,,,0,12352,82,82,咕咕咕～,6,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,1,0,1498060800000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i1.hdslb.com/bfs/space/dc02d22a718c1c436f1a355b3cd726b04098ef7d.jpg,http://i1.hdslb.com/bfs/space/265ecddc52d74e624dc38cf0cff13317085aedf7.png,False,1122,0,12352,13851,1230002
932564,kumaIW,False,男,10000,https://i2.hdslb.com/bfs/face/06b0aa4197d7c275c145b625960d99c1c9eddbc8.jpg,0,0,0,0,0,,,,0,708,106,106,自闭玩家，别关注了,6,0,0,0,0,,,0,,,6,高级搬运工,https://i2.hdslb.com/bfs/face/a9af39ab7ed08e078c45d58dd96a6411aba1a9d3.png,https://i1.hdslb.com/bfs/face/46e5aae4667c72c379b46b51fac4b4426d9214e7.png,高级勋章,转载视频投稿通过总数>=100,0,,,-1,-1,,1,0,1587139200000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i1.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,518,0,708,5153,1230007
550611,是水良不是奶良_Official,False,男,10000,https://i0.hdslb.com/bfs/face/234cce9adaf2f72bf8a1de58e810a2a3895bd70c.jpg,0,0,0,0,0,,,,0,40638,10,10,虚研学园所属科学系虚拟YGO主播（解说） 粉丝群：743968535 ,6,0,0,0,0,,,0,,,8,知名偶像,https://i0.hdslb.com/bfs/face/27a952195555e64508310e366b3e38bd4cd143fc.png,https://i1.hdslb.com/bfs/face/0497be49e08357bf05bca56e33a0637a273a7610.png,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,2,1,1712160000000,0,0,,年度大会员,annual_vip,#FFFFFF,1,#FB7299,,True,,,https://i0.hdslb.com/bfs/vip/8d4f8bfc713826a5412a0a27eaaac4d6b9ede1d9.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/VEW8fCC0hg.png,1,#FB7299,3,,0,0,2,1,0,http://i2.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,1120,0,40638,440059,1230010
4357864,羲北偏北,False,保密,10000,https://i1.hdslb.com/bfs/face/1ee4d8106850fa65aceff42c4c63f3220af1d5fb.jpg,0,0,0,0,0,,,,0,366805,107,107,生则日勤  死则永息,6,0,0,0,5083,魔兽世界怀旧服,https://i1.hdslb.com/bfs/garb/item/1f4d380388e1ee5a0fa0a2f928584ce455f43738.png,0,https://i1.hdslb.com/bfs/garb/item/c6fee17b773e601c55c8e8fd762f81cb9a67332b.webp,https://i1.hdslb.com/bfs/garb/item/ce0ef159758be0fe66ab2f911244f9ea199ee5d1.png,6,高级搬运工,https://i1.hdslb.com/bfs/face/a9af39ab7ed08e078c45d58dd96a6411aba1a9d3.png,https://i0.hdslb.com/bfs/face/46e5aae4667c72c379b46b51fac4b4426d9214e7.png,高级勋章,转载视频投稿通过总数>=100,0,,,-1,-1,,1,0,1647446400000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i2.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,390,0,366805,694218,1230022
936164,丶Setsuna,False,男,10000,https://i2.hdslb.com/bfs/face/55ef442ba8b81e2589072a79db787f521e9a1005.jpg,0,0,0,0,0,,,,0,46025,118,118,一般周五晚上更新~,6,0,0,0,0,,,0,,,6,高级搬运工,https://i2.hdslb.com/bfs/face/a9af39ab7ed08e078c45d58dd96a6411aba1a9d3.png,https://i1.hdslb.com/bfs/face/46e5aae4667c72c379b46b51fac4b4426d9214e7.png,高级勋章,转载视频投稿通过总数>=100,0,,,-1,-1,,1,0,1626624000000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i0.hdslb.com/bfs/space/718eac8c71e29b8a80431c46110805c3a40e30a6.jpg,http://i0.hdslb.com/bfs/space/70ce28bcbcb4b7d0b4f644b6f082d63a702653c1.png,False,603,0,46025,94861,1230026
113524,此人已现充,False,男,10000,http://i1.hdslb.com/bfs/face/3dff1ad21f389a24aef0480b88621e98f5f50685.jpg,0,0,0,0,0,,,,0,25227,8,8,妈妈你能不能不要再打我，不行了，太搞笑,6,0,0,0,0,,,0,,,0,,,,,,0,,,-1,-1,,1,0,1639756800000,0,0,,,,,0,,,True,,,https://i0.hdslb.com/bfs/vip/d7b702ef65a976b20ed854cbd04cb9e27341bb79.png,https://i0.hdslb.com/bfs/activity-plat/static/20220614/e369244d0b14644f5e1a06431e22a4d5/KJunwh19T5.png,0,,0,,0,0,1,0,0,http://i0.hdslb.com/bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,False,2245,0,25227,210518,1230031
